Title,Location,Bedrooms,Bathrooms,House Size,Description,Price
4 Bedroom House,Karen,4,3,0.25 acres,"4 Bedroom Available for rent, close to many social amenities in karen, schools and",KSh 140 000
1 Bedroom House,Lavington,1,1,0.25 acres,"fully furnished 1 bedroom house in lavington with all the necessary amenities.
wifi is",KSh 85 000
3 Bedroom House,Spring Valley,3,3,0.5 acres,"A beautiful and charming 3bdrm unfurnished house,all ensuite with a 2bdrm guest wing. The",KSh 350 000
5 Bedroom House,Runda,5,4,0.5 acres,"Elegant 5 bedroom 3 ensuite with 24/7 security surveillance,full time availability of",KSh 270 000
2 Bedroom House,Kileleshwa,2,2,1 m²,Modest and fully furnished two bedroom all ensuite cottage with a private small garden in,KSh 120 000
5 Bedroom House,Runda,5,5,0.75 acres,"It's a well refurbished 5bdrm unfurnished family house, all ensuite with a 2bdrm servant",KSh 250 000
4 Bedroom House,Langata,4,1,,"#Bright Properties  Ft Peaceful & Happy Homes 

4 Bedrooms Maisonette plus Dsq to let in",KSh 75 000
6 Bedroom House,Kileleshwa,6,6,0.25 acres,Contemporary beautiful secure 6 Bedrooms double storey house that boasts of brilliant,KSh 250 000
4 Bedroom House,Gigiri,4,3,0.5 acres,"A beautiful 4 bedroom bungalow to let in gigiri.
central location to UNEP,US",KSh 260 000
5 Bedroom House,Gigiri,5,6,0.25 acres,"Its a charming 5bdrm unfurnished family house, all ensuite with a 2bdrm servant quarters.",KSh 400 000
5 Bedroom House,Nyari,5,4,,"Photos
KSh 700 000 Per Month
5 Bedroom House to Rent in Nyari
 5  5  3
AVAILABLE NOW
5",KSh 700 000
3 Bedroom House,Runda,3,3,0.5 acres,"Photos
KSh 150 000 Per Month
3 Bedroom House to Rent in Runda
 3  3  2
A 3bdrm",KSh 150 000
5 Bedroom House,Runda,5,4,,"Photos
KSh 550 000 Per Month
4 Bedroom House to Rent in Lakeview
 4  3  3
AVAILABLE",KSh 550 000
4 Bedroom House,Muthaiga,4,4,1 acres,"KSh 450 000 Per Month
4 Bedroom House to Rent in Muthaiga
 4  4  2  0.5 acres
An elegant",KSh 450 000
1 Bedroom House,Nyari,1,1,,"house to let in nyari .
Ready to move in",KSh 70 000
1 Bedroom House,Lavington,1,1,,"Fully furnished  1bedroom house to let in lavington,well manicured backyard with a swimming",KSh 90 000
5 Bedroom House,Thogoto,5,6,5 acres,Thogoto 5 bedrooms all ensuite now available,KSh 85 000
5 Bedroom House,Thigiri,5,4,0.5 acres,"Thigiri
 6  7  0.5 acres
AVAILABLE NOW
New muthaiga executive 6 mantion for rent
Its a",KSh 500 000
5 Bedroom House,Gigiri,5,5,0.04 acres,"Spacious 5 bedroom house to rent in Gigiri 
It is in a 3/4 acre garden with mature trees",KSh 300 000
3 Bedroom House,Lavington,3,3,0.25 acres,"Features
*Built to very high standards with quality finishes 
*spacious bright living",KSh 280 000
3 Bedroom House,Ongata Rongai,3,3,0.5 acres,"?? Ongata rongai kamura,three bedroom master ensuite bungalow to let

-own compound",KSh 40 000
4 Bedroom House,Rosslyn,4,4,20 m²,"Rosslyn lone tree estate, 4 Bedrooms villa for rent asking price $3200 in a compound of two",KSh 400 000
3 Bedroom House,Watamu,3,3,,"Three bedrooms villa. 
On own compound 
One master bedroom, big varanda and kitchen .",KSh 75 000
4 Bedroom House,Karen,4,4,,"4 Bedroom Villa with a dsq to let in Karen at Kes 300,000

Its located in a secure gated",KSh 300 000
3 Bedroom House,Westlands,3,5,,"- old school 3 bedroom  ground floor with garden at ,
- 70k",KSh 70 000
4 Bedroom House,Runda,4,3,0.5 acres,"Charming 4 Bedroom all en-suite Home for rent in runda 
Price| Kes. 350,000

This is an",KSh 350 000
3 Bedroom House,Kitisuru,3,3,0.5 acres,A cozy newly renovated house in the serene parts of Kitisuru. it is close to various,KSh 400 000
1 Bedroom House,Kitengela,1,1,0.5 ha,"??Kitengela

1 bedroom apartments available to let in kitengela 

Rent:",KSh 15 000
5 Bedroom House,Garden Estate,5,6,0.5 acres,A well sized home suitable for a big family that prefer a gated community. The compound has,KSh 165 000
3 Bedroom House,South B,3,2,0.25 acres,"Three bedrooms maisonette master ensuite plus dsq located in south b
Near likoni rd,mrd,",KSh 65 000
6 Bedroom House,Runda,6,6,0.25 acres,"Runda 
6 bedrooms 
all ensuite 
2 bedrooms guest wing self contained 
sitting on ½ an",KSh 500 000
4 Bedroom House,Hillview,4,3,0.6 acres,This incredible property is set up in one level is designed to maximise this implausible,KSh 300 000
4 Bedroom House,Kiambu Road,4,4,0.5 acres,"??Kiambu Road

Four bedroom townhouse with Dsq To Let 

Guide Rent",KSh 200 000
4 Bedroom House,Spring Valley,4,4,2 025 m²,"Beautiful house in spring valley, the house has spacious bedrooms with all en-suite,",KSh 300 000
4 Bedroom House,Lavington,4,2,0.5 acres,This most attractive secure 4 bedrooms bungalow that offers lovely dinning area separate,KSh 290 000
5 Bedroom House,Ngong Rd,5,4,0.5 acres,"A beautiful house for rent in Ngong.

It's a 5 bedrooms mansion on a quarter plot located",KSh 70 000
4 Bedroom House,Runda,4,5,0.5 acres,"Its a charming 4bdrm unfurnished family house, all ensuite with a 1bdrm guest wing. The",KSh 2 600
5 Bedroom House,Spring Valley,5,3,0.5 acres,"An individual style 5 bedroom house for Rent in Spring valley Estate, Entrance Hall,",KSh 400 000
1 Bedroom House,Kitisuru,1,1,1 acres,"Its a charming 1bdrm full furnished cottage. The unit has a big sitting cum dining area,",KSh 150 000
5 Bedroom House,Muthaiga North,5,3,2 025 m²,"A 5bdrm family house to let in muthaiga north.
Its a beautiful and charming 5bdrm",KSh 300 000
4 Bedroom House,Lavington,4,3,2 000 m²,Magnificent 4 bedrooms double storey house that boasts of impressive dining area separate,KSh 340 000
3 Bedroom House,Karen,3,2,1.3 acres,"A nice 3 bedroom cottage, Karen.
2 baths.
With a garden.
Ksh 150,000 per month",KSh 150 000
4 Bedroom House,Karen,4,5,0.5 m²,A unique newly renovated house located in the heart of Karen. it is in close proximity to,KSh 350 000
1 Bedroom House,Thigiri,1,1,,"A spacious 1 bedroom en suite Guest wing with spacious fitted kitchen, separate dinning",KSh 65 000
5 Bedroom House,Karen,5,5,,"??5 bedrooms house to let  in karen 
?? Karen Plains 
??Ksh 300,000 Per Month
??Sits on",KSh 300 000
5 Bedroom House,Lavington,5,6,0.5 m²,5 Bedroom House all Ensuite with DSQ for Rent in Lavington. Amenities / Features Include;,KSh 300 000
5 Bedroom House,Kitisuru,5,5,0.25 acres,"A modern 5 bedroom house to let in kitisuru estate
- Two Staff Quarters
- Sitting on 1",KSh 1 000 000
5 Bedroom House,Runda,5,5,0.75 acres,"A beautiful 5 bedroom townhouse in a gated community of 2 units,mature garden.",KSh 300 000
5 Bedroom House,Gigiri,5,4,450 m²,This is a stand alone house located in Gigiri. It's ready for moving,KSh 300 000
4 Bedroom House,Karen,4,4,58 m²,"Karen, 4 bedroom townhouse to let

Features:
Nestled on 0.5 (HALF) acre
4 bedroom ( all",KSh 220 000
3 Bedroom House,Karen,3,3,0.5 acres,"?? Karen 
3 bedroom Bungalow To Let 

Guide Rent Kshs.50,000/-

Features:
? Master",KSh 50 000
4 Bedroom House,Membley,4,3,,"MEMBLEY ESTATE
Magnificent 4 bedrooms with servant quarter house to let in Membley",KSh 90 000
4 Bedroom House,Rosslyn,4,4,0.5 acres,"ROSSLYN ESTATE 4 BEDROOM  MANSION TO LET:-

Letting a 4 Bedroom Mansion at the heart of",KSh 250 000
7 Bedroom House,Lavington,7,8,1 acres,"Ambassadorial 8 bedroom house In  Lavington
This ambassadorial 8 bedroom is suitable for a",KSh 550 000
1 Bedroom House,Runda,1,1,,"A furnished one-bedroom cottage in Runda, featuring a pool, is available for rent at $1,600",KSh 1 600
4 Bedroom House,Karen,4,4,0.5 m²,"4 bedroom house available to let In Karen 

Rent: 200k

Amenities: 

?spacious lounge",KSh 200 000
4 Bedroom House,Lavington,4,4,0.5 acres,Most attractive secure 4 bedrooms villas that boasts of impressive dining area separate,KSh 275 000
4 Bedroom House,Kileleshwa,4,4,,"TO LET@KSH 200,000 Extremely beautiful 4 house plus 1 bedroom guest wing and dsq set on",KSh 200 000
4 Bedroom House,Kileleshwa,4,3,0.5 acres,"Its a well maintained 4bdrm unfurnished maisonette,master en suite with a DSQ,has a",KSh 120 000
4 Bedroom House,Kitisuru,4,5,0.25 acres,A unique newly renovated house located in the serene parts of Kitisuru. it is in close in,KSh 390 000
4 Bedroom House,Loresho,4,3,0.25 acres,"Impeccable 4 bedroom house to let in the prime estate of Loresho at 200,000.
The house has",KSh 155 000
4 Bedroom House,South B,4,2,,"spacious 3 bedroom maisonette in a gated community ,has its own compound  , the house",KSh 50 000
5 Bedroom House,Spring Valley,5,5,0.75 acres,"???? SPRING VALLEY 

Beautiful 5 bedroom plus DSQ for 2 townhouse available for rent.",KSh 380 000
3 Bedroom House,Karen,3,3,0.5 acres,"Standalone house in a nice and well secured neighborhood.Good for a young family.
Well",KSh 200 000
3 Bedroom House,Lavington,3,3,0.25 acres,"Lavington  west estate 
Amboseli Rd 
3 Bedrooms bungalow 
Ensuite
Own compound 
Gated",KSh 100 000
4 Bedroom House,Thigiri,4,5,2 025 m²,"It's a 4bdrm unfurnished family house,all ensuite with a 2bdrm servant quarter, has a",KSh 300 000
2 Bedroom House,Spring Valley,2,2,0.5 acres,"A charming 2bdrm semi furnished. The unit has a separate dining area, living room, kitchen,",KSh 180 000
3 Bedroom House,Lavington,3,2,11 acres,Gorgeous secure 3 bedrooms bungalow plus Dsq set on 0.8 acre for residential or office use.,KSh 250 000
2 Bedroom House,Loresho,2,2,2 500 m²,"HOUSE TO LET-LORESHO

FURNISHED TWO BEDROOM BUNGALOW 
 Features two bathrooms open plan",KSh 150 000
5 Bedroom House,Lavington,5,6,0.5 acres,"Gorgeous and spacious 5bedroom villa to let in the leafy, green and quiet suburbs of",KSh 220 000
2 Bedroom House,Loresho,2,2,0.5 acres,Suitated in the gated community of loresho is this  tastefully furnished 2 bedrooms guest,KSh 100 000
3 Bedroom House,Karen,3,3,0.25 m²,Looking for a peaceful escape with all the comforts of home? This charming 3-bedroom,KSh 180 000
4 Bedroom House,Kitisuru,4,3,2 025 m²,"Amaizing 4 bedroom house. Rooms are well lit, has a spaceous and well manicured Gadern, it",KSh 230 000
4 Bedroom House,Loresho,4,4,0.75 acres,"To let.
Loresho -  4 Bedroom bungalow , plus DSQ.
3 bedrooms in the main house with an",KSh 250 000
1 Bedroom House,Runda,1,4,0.5 acres,For Rent: Luxurious 1-Bedroom Fully Furnished & Serviced Apartment in Old,KSh 110 000
5 Bedroom House,Tigoni,5,5,2 025 m²,"Tigoni  Ambassadorial home 
5 bedrooms  home plus dsq 
~ property sitting on a an acre
~",KSh 250 000
5 Bedroom House,Karen,5,5,0.5 acres,"5 bedroom house available to let in karen

Rent: 375k

Amenities:
?Spacious lounge",KSh 375 000
3 Bedroom House,Riverside,3,4,,"Riverside Drive, Nairobi 
3 Bedroom House for rent 
Open to both commercial and",KSh 350 000
5 Bedroom House,Kilimani,5,4,1 acres,"COMMERCIAL/RESIDENTIAL 

Spacious 5 bedroom plus dsq own compound townhouse to let in",KSh 300 000
3 Bedroom House,Kikuyu,3,3,0.5 acres,"To Let 
3bedroom Bungalow all ensuite, Own compound 
Located at Kikuyu in a gated estate",KSh 50 000
5 Bedroom House,Runda,5,5,0.25 acres,"Get this amazing five bedroom house located at Runda. its  very spacious and modern, the",KSh 330 000
5 Bedroom House,Nyari,5,3,0.5 acres,"5 bedroom with a Dsq 
Matured and well manicured garden
Master ensuit fitted with bath",KSh 270 000
5 Bedroom House,Karen,5,5,0.25 m²,"??Karen

5 bedroom house available to let In Karen.

Amenities:

?5 bed all",KSh 350 000
3 Bedroom House,Gigiri,3,2,0.5 acres,"3bed +dsq to let in gigiri , walking distance to un , village market etc",KSh 160 000
House,Karen,4,4,,"?? Karen 
Affordable Studio Apartment To Let 

Guide Rent KSHS.25,000/-

Features:
?",KSh 25 000
5 Bedroom House,Loresho,5,6,1.1 acres,"Its a charming 5bdrm unfurnished family house, all ensuite with a 2bdrm guest wing. The",KSh 550 000
5 Bedroom House,Runda,5,6,0.5 acres,"5 bedroom
-All ensuite
-Fitted kitchen
-Family room
-Garden
-Sq",KSh 330 000
4 Bedroom House,Loresho,4,4,660 m²,"LORESHO RESIDENTIAL 4 BEDROOMS ALL ENSUITE TO LET Ksh. 180,000/=

-borehole
-back up for",KSh 180 000
4 Bedroom House,Syokimau,4,3,5 m²,"4Bedrooms plus Sq maisonette available for letting along syokimau airport road
Price is",KSh 45 000
4 Bedroom House,Lavington,4,3,0.75 acres,An amazing home located in the sere parts of Lavington. It is ideally located to give you,KSh 230 000
2 Bedroom House,Loresho,2,2,5 acres,"#ToLet
Amazing 2Bedroom master ensuite Cottage/ OutHouse is available in Loresho
Has a",KSh 120 000
5 Bedroom House,Ngong,5,5,0.25 acres,"Lovely house located  in Ngong .Good for  family ,All bedrooms are spacious.
Well",KSh 85 000
4 Bedroom House,Lavington,4,4,0.25 acres,Contemporary spacious 4 bedrooms villa with extreme pleasure and comfort of mood with a,KSh 340 000
5 Bedroom House,Karen,5,5,,"6  bedroom house available for rent in Karen !!!

Monthly rent: 320K

Amenities:
* All",KSh 320 000
6 Bedroom House,Runda,6,6,,"New Own Compound 6bedroomed  House For Sale/rent  in Old Runda,

Sitting on 1/2 acre land",KSh 350 000
4 Bedroom House,Kilimani,4,3,5 acres,"To let Charming 4-Bedroom Townhouse in Kilimani

• Prime Location: Situated  in a serene",KSh 250 000
5 Bedroom House,Lavington,5,5,1 acres,"TO LET, LAVISHLY DESIGNED 5 BEDROOMS VILLAS ALL EN SUITE PLUS FAMILY room and 2 Dsq . @ Ksh",KSh 400 000
5 Bedroom House,Runda,5,5,0.5 acres,A brilliant 5 bedroom home built on half an acre complimented with luxurious finishes and,KSh 380 000
4 Bedroom House,Kitisuru,4,4,20 000 m²,"Kitisuru 4 bedroom house for renting 
Spacious rooms 
Beautiful garden with mature trees",KSh 290 000
House,Karen,5,6,,"Office space to let in Karen

Amenities:
Parking",KSh 80 000
5 Bedroom House,Riverside,5,4,,"A cozy home in the posh area of riverside. in close proximity to various shopping malls,",KSh 360 000
5 Bedroom House,Runda,5,3,,"Beautiful spacious 5bedroom house with a Dsq to rent in runda.
Spacious living room with",KSh 290 000
3 Bedroom House,Riverside,3,3,,"To Let
Kshs 350,000

A Beautifully Furnished 3bedroom Villa In A Compound Of 12homes",KSh 350 000
5 Bedroom House,Riverside,5,5,5 acres,"Welcome to this elegant 5-bedroom townhouse in the heart of  Riverside. With:
- Master",KSh 320 000
7 Bedroom House,Runda,7,7,,"It's a beaùtiful 7bdrm ambassadarial house, all ensuite with a 2bdrm guest wing,garage for",KSh 350 000
6 Bedroom House,Kileleshwa,6,5,0.75 acres,"Very nice house in Kileleshwa to rent for commercial office, the house has spacious rooms",KSh 250 000
6 Bedroom House,Runda,6,7,,"It's a beautiful 6bdrm unfurnished family house, all ensuite with a 2bdrm servant quarters,",KSh 300 000
1 Bedroom House,Kilimani,1,1,0.02 m²,"Please find attached pictures and videos of 1B/r SQ.
Rent :Kshs 40,000 p.m inclusive of",KSh 40 000
4 Bedroom House,Karen,4,5,0.5 m²,"Newly built upcoming gated community in Kare.
4 bedrooms and all rooms are ensuite with",KSh 250 000
House,Langata,4,4,,"In a gated community,secure ,water 24/7 , token ,ample parking and only 1 deposit",KSh 14 000
2 Bedroom House,Muthaiga,2,2,2 025 m²,"Features.
. 2 Bedroom Cottage in Muthaiga.
. Can be rented as furnished or unfurnished
.",KSh 1 800
5 Bedroom House,Nyari,5,5,0.5 acres,"Ambassadorial Mansion in Nyari Central.  10,500 square feet of utmost luxury.
The mansion",KSh 653 750
4 Bedroom House,Karen,4,4,0.5 acres,"?? Location: Karen

4 Bedroom House for Rent:

Rent: KES 350,000 per",KSh 350 000
5 Bedroom House,Kitisuru,5,6,0.5 acres,"A luxurious unfurnished family situated in the heart of kitisuru,is this a 5bdrm house ,all",KSh 5 000
5 Bedroom House,Runda,5,4,,Awesome House to let  ! Unbeatable Experience!!  Magnificent grand home with wood floors .,KSh 300 000
2 Bedroom House,Runda,2,1,0.5 acres,fully furnished  2bedroom house,KSh 120 000
4 Bedroom House,Lavington,4,4,0.5 acres,"4 bedroom  stand alone house to let in lavington.
Sitting on 1.2 acres land with mature",KSh 300 000
4 Bedroom House,Runda,4,5,,"The exquisite 4bedroom house  with top end finishes to let has
An sq,spacious bedrooms all",KSh 290 000
4 Bedroom House,Runda,4,4,2 000 m²,"??Runda

?? Rental 4 Bedrooms House 

??Ksh 350,000 per month

Amenities:
??Own",KSh 350 000
5 Bedroom House,Runda,5,5,0.5 acres,"5 bedrooms all ensuite, Dsq for 2, 2 bedrooms Guest House,  mature garden, in a gated",KSh 350 000
2 Bedroom House,Nyari,2,1,0.5 acres,"Two bedroom furnished in Nyari.
Ready for occupation .
Call for more details",KSh 150 000
5 Bedroom House,Gigiri,5,5,0.5 acres,"Well built and finished 5 bedroom townhouse on 1/2 acre of land, with staff quarters for",KSh 300 000
5 Bedroom House,Karen,5,3,0.25 acres,"FIVE BEDROOM BUNGALOW IN KAREN, MIOTONI @ 250,000/=

Spacious 5 bedroom bungalow to let",KSh 250 000
House,South C,4,4,,"- master ensuite 
- located behind nextgen mall 
- own gate in a gated community 
-",KSh 14 000 000
1 Bedroom House,Runda,1,1,0.25 acres,"One bedroom house to let.
One bedroom house to let in Runda.
Ready for moving in",KSh 35 000
4 Bedroom House,Rosslyn,4,4,0.5 m²,"Rosslyn , A nice 4 Bedroom home with a study and a Family room . In a gated community of 4",KSh 450 000
4 Bedroom House,Membley,4,4,0.25 acres,"Four bedroom Maisonette all bedrooms ensuite,,,own compound 85k,,, Membley",KSh 85 000
4 Bedroom House,Runda,4,4,0.25 acres,"4 Bedroom House for Rent in Runda, Nairobi

The property is characterized by a",KSh 200 000
6 Bedroom House,Kileleshwa,6,6,0.5 acres,"To Let 
Kshs 250,000

Location: Kileleshwa

Property Type: Standalone",KSh 250 000
